municipality,vintage,entity_type,modified_local_assessed_value,equalized_valuation_incl_util_rr,local_total_rate,equalization_ratio,full_value_rate_official,rank,source
Green's Grant,2024,unincorporated,9155890.0,15273703.0,6.69,60.4,4.02,7,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Greenfield,2019,town,168900207.0,178972295.0,27.27,99.8,25.63,190,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Greenfield,2020,town,170784285.0,186071388.0,27.15,96.0,24.8,201,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Greenfield,2021,town,173350426.0,228272782.0,26.8,79.5,20.2,196,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Greenfield,2022,town,183049258.0,282320505.0,30.42,65.8,19.89,212,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Greenfield,2023,town,178479393.0,312918973.0,33.9,58.9,19.82,213,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Greenfield,2024,town,319523745.0,329484428.0,22.25,99.8,22.1,218,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Greenland,2019,town,864588999.0,954307897.0,16.4,90.6,14.76,50,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Greenland,2020,town,875605800.0,1047385955.0,16.58,83.6,13.76,44,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Greenland,2021,town,883454800.0,1200327257.0,18.72,73.6,13.69,69,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Greenland,2022,town,887307165.0,1471394338.0,18.09,60.3,10.85,58,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Greenland,2023,town,1401431000.0,1453811387.0,12.27,96.4,11.77,68,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Greenland,2024,town,1417775500.0,1656203552.0,12.99,85.6,11.06,57,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Greenville,2019,town,116590681.0,119406870.0,27.39,98.9,26.6,199,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Greenville,2020,town,120660969.0,144994793.0,23.17,84.4,19.14,104,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Greenville,2021,town,120145055.0,172897335.0,25.15,70.4,17.38,137,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Greenville,2022,town,120911144.0,202580224.0,27.79,60.4,16.71,175,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Greenville,2023,town,226741430.0,225274335.0,17.48,101.7,17.71,191,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Greenville,2024,town,228384322.0,255566065.0,16.73,90.4,15.07,138,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Groton,2019,town,81894309.0,131229195.0,16.83,96.9,10.14,20,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Groton,2020,town,83743715.0,140786119.0,18.16,90.3,10.41,22,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Groton,2021,town,106714264.0,207437078.0,8.97,97.8,4.46,7,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Groton,2022,town,110192051.0,229170312.0,9.09,85.5,7.58,26,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Groton,2023,town,108657837.0,223279215.0,10.0,83.8,8.23,27,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Groton,2024,town,110511069.0,281608174.0,9.69,68.7,6.54,18,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Hadley's Purchase,2019,unincorporated,0.0,0.0,0.0,86.5,0.0,N/A,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Hadley's Purchase,2020,unincorporated,0.0,0.0,0.0,87.1,0.0,N/A,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Hadley's Purchase,2021,unincorporated,0.0,0.0,0.0,83.4,0.0,N/A,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Hadley's Purchase,2022,unincorporated,0.0,0.0,0.0,71.3,0.0,N/A,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Hadley's Purchase,2023,unincorporated,0.0,0.0,0.0,105.7,0.0,N/A,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Hadley's Purchase,2024,unincorporated,0.0,0.0,0.0,60.4,0.0,N/A,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Hale's Location,2019,unincorporated,75828600.0,81050972.0,4.18,93.6,3.9,6,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Hale's Location,2020,unincorporated,80524100.0,83743795.0,3.6,96.2,3.45,4,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Hale's Location,2021,unincorporated,81214400.0,96730763.0,3.51,84.0,2.94,4,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Hale's Location,2022,unincorporated,82052400.0,102738351.0,3.47,79.9,2.77,4,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Hale's Location,2023,unincorporated,83111500.0,118272019.0,3.88,70.3,2.72,3,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Hale's Location,2024,unincorporated,83709800.0,151701278.0,3.53,55.2,1.94,3,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Hampstead,2019,town,1338558889.0,1390644090.0,20.99,96.4,20.04,106,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Hampstead,2020,town,1343367253.0,1498144879.0,21.55,89.8,19.14,104,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Hampstead,2021,town,1351856570.0,1728882958.0,22.75,78.3,17.62,144,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Hampstead,2022,town,1366312314.0,1971323952.0,23.68,69.4,16.28,165,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Hampstead,2023,town,1377997821.0,2122559793.0,25.44,65.0,16.38,163,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Hampstead,2024,town,2099742709.0,2257818987.0,18.54,93.1,17.08,180,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Hampton,2019,town,3793066700.0,4057698779.0,16.01,93.9,14.79,51,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Hampton,2020,town,3819952623.0,4340696854.0,15.93,88.4,13.86,46,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Hampton,2021,town,3881094800.0,5147321858.0,15.84,75.4,11.8,52,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Hampton,2022,town,3951561800.0,5854150572.0,15.84,67.5,10.57,53,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Hampton,2023,town,3981506100.0,6360222126.0,16.75,62.6,10.36,53,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Hampton,2024,town,6120420200.0,6659861442.0,12.32,91.9,11.22,61,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Hampton Falls,2019,town,488908644.0,549417101.0,22.11,89.1,19.48,102,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Hampton Falls,2020,town,492375302.0,568549031.0,21.35,86.7,18.31,91,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Hampton Falls,2021,town,502053749.0,662884049.0,21.12,75.8,15.84,99,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Hampton Falls,2022,town,507386816.0,782419307.0,20.99,64.9,13.51,92,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Hampton Falls,2023,town,878276187.0,896190140.0,12.95,98.0,12.63,79,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Hampton Falls,2024,town,880240835.0,981522586.0,14.32,89.7,12.79,88,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Hancock,2019,town,250355841.0,282972606.0,24.6,89.1,21.69,132,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Hancock,2020,town,251668278.0,296668640.0,26.22,85.4,22.12,162,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Hancock,2021,town,294800306.0,323312139.0,21.96,91.8,19.91,189,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Hancock,2022,town,298380372.0,417563199.0,21.81,71.9,15.61,144,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Hancock,2023,town,301481928.0,424837131.0,24.15,71.4,17.13,181,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Hancock,2024,town,303610865.0,513028888.0,25.11,59.5,14.84,128,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Hanover,2019,town,2286110080.0,2525982954.0,18.45,90.6,16.68,63,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Hanover,2020,town,2301551395.0,2800581070.0,18.68,82.2,15.34,60,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Hanover,2021,town,2679653219.0,2870474277.0,16.27,93.4,15.15,83,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Hanover,2022,town,2705800844.0,3618874000.0,16.41,74.8,12.26,74,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Hanover,2023,town,2723159787.0,3948130444.0,17.06,69.0,11.76,67,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Hanover,2024,town,2736203395.0,4372617585.0,17.68,62.6,11.06,57,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Harrisville,2019,town,206669695.0,219299435.0,17.4,94.3,16.38,59,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Harrisville,2020,town,207786836.0,246017385.0,17.68,84.5,14.91,55,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Harrisville,2021,town,209008521.0,322601375.0,17.61,64.8,11.39,49,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Harrisville,2022,town,209114434.0,356446538.0,18.6,58.7,10.91,60,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Harrisville,2023,town,346509785.0,338984495.0,12.56,102.3,12.84,81,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Harrisville,2024,town,350084516.0,376247143.0,12.04,93.1,11.2,60,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Hart's Location,2019,town,16816271.0,19315395.0,4.0,88.6,3.45,5,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Hart's Location,2020,town,20706153.0,21746654.0,7.0,96.6,6.62,10,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Hart's Location,2021,town,20988093.0,24365706.0,9.93,87.4,8.51,24,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Hart's Location,2022,town,21096407.0,24466114.0,4.19,87.4,3.63,7,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Hart's Location,2023,town,21158956.0,24537685.0,0.51,87.4,0.4,1,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Hart's Location,2024,town,21405197.0,25223383.0,2.81,86.0,2.37,4,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Haverhill,2019,town,346334871.0,384640648.0,30.3,90.1,27.08,204,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Haverhill,2020,town,348557801.0,401030357.0,28.41,87.0,24.5,197,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Haverhill,2021,town,413782233.0,463292553.0,24.89,89.6,22.09,216,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Haverhill,2022,town,417532934.0,618901562.0,25.19,67.6,16.98,180,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Haverhill,2023,town,410506823.0,711242643.0,28.92,57.9,16.69,170,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Haverhill,2024,town,704980962.0,747491598.0,19.44,94.6,18.34,194,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Hebron,2019,town,264874060.0,320159924.0,9.69,84.3,7.98,14,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Hebron,2020,town,268527765.0,311407972.0,9.6,88.3,8.24,14,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Hebron,2021,town,400512067.0,415788143.0,6.52,98.5,6.26,15,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Hebron,2022,town,405148661.0,447070403.0,6.83,92.4,6.3,16,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Hebron,2023,town,408647491.0,576237764.0,6.38,72.7,4.62,8,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Hebron,2024,town,413357466.0,666619186.0,6.99,63.2,4.41,8,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Henniker,2019,town,407955887.0,493668123.0,35.34,83.2,28.68,217,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Henniker,2020,town,479769143.0,524799011.0,31.24,92.0,28.04,218,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Henniker,2021,town,482757197.0,657499651.0,32.56,73.8,23.5,225,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Henniker,2022,town,731855457.0,745753630.0,21.44,98.7,20.9,220,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Henniker,2023,town,744784186.0,813163930.0,22.38,92.0,20.37,216,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Henniker,2024,town,753826574.0,879140612.0,23.9,86.1,20.34,208,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Hill,2019,town,93049183.0,97555735.0,25.41,97.0,24.16,174,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Hill,2020,town,94630552.0,110615781.0,25.69,86.9,21.88,157,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Hill,2021,town,95518279.0,126305391.0,25.65,76.6,19.32,178,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Hill,2022,town,96126259.0,158458145.0,26.03,61.4,15.96,155,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Hill,2023,town,96113305.0,182117002.0,28.24,53.4,15.04,129,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Hill,2024,town,203365970.0,201869063.0,13.46,102.0,13.68,101,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Hillsborough,2019,town,522122031.0,600220539.0,31.56,87.0,27.19,205,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Hillsborough,2020,town,597598515.0,617496186.0,28.73,96.8,27.56,217,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Hillsborough,2021,town,605401180.0,794346079.0,28.92,76.2,21.84,212,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Hillsborough,2022,town,602409549.0,897800082.0,26.69,67.1,17.78,195,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Hillsborough,2023,town,603029157.0,1011875479.0,31.22,59.6,18.46,199,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Hillsborough,2024,town,605057258.0,1141697614.0,33.44,53.0,17.58,186,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Hinsdale,2019,town,338832842.0,402362648.0,34.07,84.2,27.95,210,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Hinsdale,2020,town,347389864.0,401669577.0,34.15,86.5,28.77,221,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Hinsdale,2021,town,352612232.0,507913972.0,32.65,69.4,22.05,215,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Hinsdale,2022,town,440817162.0,529714714.0,27.98,83.2,22.97,229,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Hinsdale,2023,town,442964471.0,535018525.0,28.06,82.8,22.78,223,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Hinsdale,2024,town,442142860.0,595005772.0,29.39,74.3,21.47,215,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Holderness,2019,town,756914454.0,859052706.0,13.17,88.1,11.56,26,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Holderness,2020,town,760099514.0,1026957421.0,13.58,74.0,10.01,20,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Holderness,2021,town,976339156.0,1081105979.0,11.31,90.3,10.18,36,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Holderness,2022,town,979545635.0,1328865779.0,11.22,73.7,8.24,33,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Holderness,2023,town,1395282520.0,1422284631.0,8.59,98.1,8.39,28,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Holderness,2024,town,1417814770.0,1897636307.0,8.65,74.7,6.42,16,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Hollis,2019,town,1370754864.0,1554092744.0,23.1,88.2,20.22,112,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Hollis,2020,town,1396599543.0,1605275213.0,23.18,87.0,20.02,121,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Hollis,2021,town,1424960319.0,1970705675.0,22.7,72.3,16.3,110,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Hollis,2022,town,1458199861.0,2347987742.0,22.57,62.1,13.93,105,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Hollis,2023,town,2304667789.0,2510457024.0,16.66,91.8,15.22,132,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Hollis,2024,town,2325855286.0,2822539225.0,17.73,82.4,14.5,117,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Hooksett,2019,town,2069214564.0,2466340975.0,21.55,83.9,17.64,73,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Hooksett,2020,town,2083704726.0,2378786948.0,22.51,87.6,19.28,109,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Hooksett,2021,town,2077826376.0,2770520004.0,22.22,75.0,16.39,114,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Hooksett,2022,town,2103845584.0,3116885746.0,24.05,67.5,16.01,157,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Hooksett,2023,town,3230060417.0,3302845391.0,15.98,97.8,15.28,133,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Hooksett,2024,town,3247172893.0,3698491946.0,16.96,87.9,14.59,122,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Hopkinton,2019,town,786955671.0,817155489.0,29.12,97.9,27.62,208,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Hopkinton,2020,town,794440292.0,867408150.0,29.25,93.0,26.26,209,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Hopkinton,2021,town,803532606.0,1007373582.0,30.87,80.7,24.1,227,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Hopkinton,2022,town,805763828.0,1173487939.0,32.25,69.4,21.94,226,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Hopkinton,2023,town,810562367.0,1308589819.0,35.02,62.6,21.45,220,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Hopkinton,2024,town,1445822564.0,1451916855.0,21.89,100.4,21.18,212,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Hudson,2019,town,3165897567.0,3610615802.0,20.28,87.7,17.49,70,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Hudson,2020,town,3215986929.0,3975971611.0,21.37,80.9,17.0,71,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Hudson,2021,town,3254648120.0,4453139078.0,21.67,73.1,15.6,93,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Hudson,2022,town,4799117501.0,5117302853.0,14.69,93.8,13.65,94,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Hudson,2023,town,4960512056.0,5722184641.0,15.68,86.7,13.46,87,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Hudson,2024,town,5057101711.0,6213444156.0,16.45,81.4,13.24,93,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Jackson,2019,town,460108729.0,475735649.0,11.26,96.9,10.87,22,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Jackson,2020,town,466160986.0,507078582.0,10.99,92.1,10.09,21,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Jackson,2021,town,473532439.0,631597360.0,11.26,75.1,8.43,22,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Jackson,2022,town,480594105.0,724807675.0,10.9,66.4,7.23,22,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Jackson,2023,town,487033181.0,809929414.0,12.36,60.2,7.43,19,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Jackson,2024,town,846579937.0,886510933.0,6.75,95.6,6.44,17,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Jaffrey,2019,town,428291780.0,536749754.0,34.8,79.8,26.64,200,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Jaffrey,2020,town,545260565.0,586219751.0,27.53,93.0,24.42,195,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Jaffrey,2021,town,551426677.0,734944087.0,27.89,75.0,19.96,192,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Jaffrey,2022,town,555748372.0,876345790.0,30.98,63.4,18.76,202,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Jaffrey,2023,town,559775405.0,980178825.0,33.35,57.1,18.15,196,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Jaffrey,2024,town,563034742.0,1048388875.0,32.8,53.7,16.77,175,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
